11-05-2019 14:47:20 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 14:47:20 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 14:49:19 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 14:49:19 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 14:50:10 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 14:50:10 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:22:30 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:22:32 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:27:12 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:27:12 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:27:48 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:27:48 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:28:37 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:28:37 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:30:06 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:30:06 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:31:44 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:31:45 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:32:26 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:32:26 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:33:59 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:33:59 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:37:53 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:37:53 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:40:59 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:40:59 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:42:09 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:42:09 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:43:06 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:43:07 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:44:32 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:44:33 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:45:32 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:45:32 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:47:26 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:47:26 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:48:35 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:48:35 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:50:19 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:50:19 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:55:39 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:55:39 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 15:56:29 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 15:56:30 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:00:53 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:00:54 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:02:04 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:02:04 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:03:47 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:03:47 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:05:40 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:05:40 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:06:22 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:06:22 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:08:27 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:08:27 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:09:32 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:09:32 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:10:10 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:10:10 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:10:25 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:10:25 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:13:52 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:13:52 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:14:30 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:14:30 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:15:56 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:15:56 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:16:20 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:16:20 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:17:49 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:17:50 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:18:38 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:18:38 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:19:02 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:19:02 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:19:25 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:19:25 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:20:20 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:20:20 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:21:37 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:21:37 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:24:31 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:24:31 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:25:37 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:25:37 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:27:12 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:27:12 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:29:50 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:29:50 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:31:10 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:31:10 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:42:08 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:42:08 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:45:31 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:45:31 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:46:17 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:46:17 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:49:00 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:49:00 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:53:31 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:53:31 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:53:50 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:53:51 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:54:08 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:54:08 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 16:57:02 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 16:57:02 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 17:04:47 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 17:04:47 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 17:05:39 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 17:05:39 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 17:06:06 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 17:06:06 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 17:06:51 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 17:06:51 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 17:07:30 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 17:07:30 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:13:04 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:13:04 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:16:42 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:16:43 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:37:34 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:37:34 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:38:51 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:38:51 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:39:21 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:39:21 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:41:00 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:41:00 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:49:24 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:49:24 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:50:59 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:50:59 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:53:22 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:53:22 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 18:56:57 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 18:56:57 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 19:22:06 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 19:22:06 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 19:43:54 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 19:43:54 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 19:47:04 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 19:47:04 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
11-05-2019 19:51:19 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
11-05-2019 19:51:19 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 12:47:28 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 12:47:28 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 12:48:25 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 12:48:25 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 12:51:04 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 12:51:04 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 12:51:25 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 12:51:26 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 12:53:21 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 12:53:21 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
12-05-2019 13:02:31 DEBUG Tracer:106 - sampler.classes = ; loaded no samplers
12-05-2019 13:02:32 DEBUG Tracer:128 - span.receiver.classes = ; loaded no span receivers
